app_id,app_roles,deletion_timestamp,group_membership_claims,id,identifier_uris,informational_urls,is_device_only_auth_supported,key_credentials,known_client_applications,logout_url,name,oauth2_permissions,object_type,optional_claims,password_credentials,pre_authorized_applications,public_client,publisher_domain,required_resource_access,sign_in_audience,www_homepage
a23e62d8-4517-4d51-bef1-5d05b65b79ff,[],null,null,0ca7b7f9-b449-4b0c-9bea-4048be01cbf5,[],"{""logoUrl"":null,""marketingUrl"":null,""privacyStatementUrl"":null,""supportUrl"":null,""termsOfServiceUrl"":null}",null,[],[],null,Institutional Portfolio Management_APIAccess_SitesSelected,[],Application,null,"[{""customKeyIdentifier"":null,""displayName"":""20250612"",""endDateTime"":""2026-06-12T19:08:14.509Z"",""hint"":""HzP"",""keyId"":""65cb0b93-66ee-4e46-b55d-2ece959f9b27"",""secretText"":null,""startDateTime"":""2025-06-12T19:08:14.509Z""}]",[],"{""redirectUris"":[]}",WesternGovernorsUniversity.onmicrosoft.com,"[{""resourceAccess"":[{""id"":""e1fe6dd8-ba31-4d61-89e7-88639da4683d"",""type"":""Scope""},{""id"":""883ea226-0bf2-4a8f-9f9d-92c9162a727d"",""type"":""Role""}],""resourceAppId"":""00000003-0000-0000-c000-000000000000""}]",AzureADMyOrg,null
69f10df8-6d8a-45b5-8156-9b609a697d33,[],null,null,0d09dbeb-f9d2-4dbf-8e37-6e0a3b257f0e,[],"{""logoUrl"":null,""marketingUrl"":null,""privacyStatementUrl"":null,""supportUrl"":null,""termsOfServiceUrl"":null}",null,[],[],null,DataBricks_APIAccess_SitesSelected,[],Application,null,"[{""customKeyIdentifier"":null,""displayName"":""20250421"",""endDateTime"":""2026-04-21T19:22:59.23Z"",""hint"":""sQn"",""keyId"":""b1e864d3-868c-4b0a-9a9b-302ca0c80ffa"",""secretText"":null,""startDateTime"":""2025-04-21T19:22:59.23Z""}]",[],"{""redirectUris"":[""ms-appx-web://microsoft.aad.brokerplugin/69f10df8-6d8a-45b5-8156-9b609a697d33"",""http://localhost"",""https://login.microsoftonline.com/common/oauth2/nativeclient""]}",WesternGovernorsUniversity.onmicrosoft.com,"[{""resourceAccess"":[{""id"":""883ea226-0bf2-4a8f-9f9d-92c9162a727d"",""type"":""Role""}],""resourceAppId"":""00000003-0000-0000-c000-000000000000""}]",AzureADMyOrg,null
5fcc0d12-9ea9-43d4-ab4e-abce01253c72,[],null,null,0d0ad47e-eb48-4a2f-827e-55b76184166f,[],"{""logoUrl"":null,""marketingUrl"":null,""privacyStatementUrl"":null,""supportUrl"":null,""termsOfServiceUrl"":null}",null,[],[],null,Who is your state rep? (Microsoft Copilot Studio),[],Application,null,[],[],"{""redirectUris"":[]}",WesternGovernorsUniversity.onmicrosoft.com,[],AzureADMyOrg,null
90361142-47d4-45f5-ad62-286488a217d4,[],null,null,0d0d3af3-94ee-4965-8549-2209fcccc76f,"[""http://myaks02SP-20201228142720""]","{""logoUrl"":null,""marketingUrl"":null,""privacyStatementUrl"":null,""supportUrl"":null,""termsOfServiceUrl"":null}",null,[],[],null,myaks02SP-20201228142720,"[{""adminConsentDescription"":""Allow the application to access myaks02SP-20201228142720 on behalf of the signed-in user."",""adminConsentDisplayName"":""Access myaks02SP-20201228142720"",""id"":""95f3bfda-6d89-4c3d-9903-95901fbae7b6"",""isEnabled"":true,""type"":""User"",""userConsentDescription"":""Allow the application to access myaks02SP-20201228142720 on your behalf."",""userConsentDisplayName"":""Access myaks02SP-20201228142720"",""value"":""user_impersonation""}]",Application,null,[],[],"{""redirectUris"":[]}",WesternGovernorsUniversity.onmicrosoft.com,[],AzureADMyOrg,http://myaks02SP-20201228142720
29d8fcf6-536c-4ace-8abe-e1050bfeb387,[],null,null,0d1da04e-e921-440c-941e-10ebbdd8494f,"[""https://WesternGovernorsUniversity.onmicrosoft.com/e1eaed86-e36c-4e37-afbf-278124285c33""]","{""logoUrl"":null,""marketingUrl"":null,""privacyStatementUrl"":null,""supportUrl"":null,""termsOfServiceUrl"":null}",null,[],[],null,Microsoft Dynamics Office Add-in,"[{""adminConsentDescription"":""Allow the application to access Microsoft Dynamics Office Add-in on behalf of the signed-in user."",""adminConsentDisplayName"":""Access Microsoft Dynamics Office Add-in"",""id"":""66c48e18-1056-455f-8dcb-1f936babf878"",""isEnabled"":true,""type"":""User"",""userConsentDescription"":""Allow the application to access Microsoft Dynamics Office Add-in on your behalf."",""userConsentDisplayName"":""Access Microsoft Dynamics Office Add-in"",""value"":""user_impersonation""}]",Application,null,[],[],"{""redirectUris"":[]}",WesternGovernorsUniversity.onmicrosoft.com,[],AzureADMyOrg,null
957414c0-7acb-4644-bcec-4491bcf66f66,[],null,null,0f5e89ae-4f9d-4160-839f-b3e10c50fb46,[],"{""logoUrl"":null,""marketingUrl"":null,""privacyStatementUrl"":null,""supportUrl"":null,""termsOfServiceUrl"":null}",null,[],[],null,CMG Client,[],Application,null,[],[],"{""redirectUris"":[""ms-appx-web://Microsoft.AAD.BrokerPlugin/957414c0-7acb-4644-bcec-4491bcf66f66""]}",WesternGovernorsUniversity.onmicrosoft.com,"[{""resourceAccess"":[{""id"":""7aeb5e58-d8ba-4ee2-9ec8-f69a9e020a50"",""type"":""Scope""}],""resourceAppId"":""13a1c894-e071-4136-b87d-d94d8ef408ab""},{""resourceAccess"":[{""id"":""311a71cc-e848-46a1-bdf8-97ff7156d8e6"",""type"":""Scope""}],""resourceAppId"":""00000002-0000-0000-c000-000000000000""}]",AzureADMyOrg,null
e77c5a24-b7c6-4c59-b0ac-f6acf94f1abf,[],null,null,1059f48a-05ea-4c42-aaad-bcbf0042577d,[],"{""logoUrl"":null,""marketingUrl"":null,""privacyStatementUrl"":null,""supportUrl"":null,""termsOfServiceUrl"":null}",null,[],[],null,CC test (Microsoft Copilot Studio),[],Application,null,[],[],"{""redirectUris"":[]}",WesternGovernorsUniversity.onmicrosoft.com,[],AzureADMyOrg,null
5713e231-69dd-4e88-befd-ba1095635401,[],null,null,10b26f87-4525-4b8a-bdc4-cbcfb23c4d39,[],"{""logoUrl"":null,""marketingUrl"":null,""privacyStatementUrl"":null,""supportUrl"":null,""termsOfServiceUrl"":null}",null,[],[],null,wgu_ai-notify,[],Application,null,"[{""customKeyIdentifier"":null,""displayName"":""20230403"",""endDateTime"":""2024-04-02T22:11:51.565Z"",""hint"":""M0R"",""keyId"":""544d6987-aba7-4cbc-9b04-a25675c5d34a"",""secretText"":null,""startDateTime"":""2023-04-03T22:11:51.565Z""}]",[],"{""redirectUris"":[]}",WesternGovernorsUniversity.onmicrosoft.com,"[{""resourceAccess"":[{""id"":""e1fe6dd8-ba31-4d61-89e7-88639da4683d"",""type"":""Scope""},{""id"":""b633e1c5-b582-4048-a93e-9f11b44c7e96"",""type"":""Role""}],""resourceAppId"":""00000003-0000-0000-c000-000000000000""}]",AzureADMyOrg,null
1bc60290-917e-49ca-b041-16d8ae4221cc,[],null,null,10dcacaf-4eaa-4276-9968-30df947dc979,[],"{""logoUrl"":null,""marketingUrl"":null,""privacyStatementUrl"":null,""supportUrl"":null,""termsOfServiceUrl"":null}",null,[],[],null,Quality Evaluation Agent - Incident (Microsoft Copilot Studio),[],Application,null,[],[],"{""redirectUris"":[]}",WesternGovernorsUniversity.onmicrosoft.com,[],AzureADMyOrg,null
fa7bbc01-dd77-4159-b76c-01d9201a13d2,[],null,null,10f6de9d-b0c9-4358-b49f-6e4189376676,[],"{""logoUrl"":null,""marketingUrl"":null,""privacyStatementUrl"":null,""supportUrl"":null,""termsOfServiceUrl"":null}",null,[],[],null,Evaluation Helper (Power Virtual Agents),[],Application,null,[],[],"{""redirectUris"":[]}",WesternGovernorsUniversity.onmicrosoft.com,[],AzureADMultipleOrgs,null
73767b97-dbc5-43e0-b43a-f6e78841b141,[],null,null,119857d7-7691-4835-92a1-cb58ee1e86cd,[],"{""logoUrl"":null,""marketingUrl"":null,""privacyStatementUrl"":null,""supportUrl"":null,""termsOfServiceUrl"":null}",null,[],[],null,Copilot 1 (Power Virtual Agents),[],Application,null,[],[],"{""redirectUris"":[]}",WesternGovernorsUniversity.onmicrosoft.com,[],AzureADMultipleOrgs,null
e2d6a58f-f92a-4856-8761-cf86d8aac25d,[],null,null,12a005f9-c6dd-4760-a6b3-17304e69c2d0,[],"{""logoUrl"":null,""marketingUrl"":null,""privacyStatementUrl"":null,""supportUrl"":null,""termsOfServiceUrl"":null}",null,[],[],null,Workday to Insider Risk Management,[],Application,null,"[{""customKeyIdentifier"":null,""displayName"":""Workday to Insider Risk Management 2024-2025"",""endDateTime"":""2025-12-03T16:01:31.962Z"",""hint"":""uW1"",""keyId"":""6c26b0df-27d4-4a50-8924-e32a39515961"",""secretText"":null,""startDateTime"":""2024-12-03T16:01:31.962Z""}]",[],"{""redirectUris"":[]}",WesternGovernorsUniversity.onmicrosoft.com,"[{""resourceAccess"":[{""id"":""e1fe6dd8-ba31-4d61-89e7-88639da4683d"",""type"":""Scope""}],""resourceAppId"":""00000003-0000-0000-c000-000000000000""}]",AzureADMyOrg,null
34e0e96f-f569-4dbf-b5b8-24c2b73f0bf6,[],null,null,1348d434-9315-49ff-9046-3d81ab1fe53b,[],"{""logoUrl"":null,""marketingUrl"":null,""privacyStatementUrl"":null,""supportUrl"":null,""termsOfServiceUrl"":null}",null,[],[],null,CS Case Followup and Closure (Microsoft Copilot Studio),[],Application,null,[],[],"{""redirectUris"":[]}",WesternGovernorsUniversity.onmicrosoft.com,[],AzureADMyOrg,null
0137854e-ef33-496e-8af1-d59d42994d8a,[],null,null,13d34e30-6c87-404d-83a1-6575c4451734,[],"{""logoUrl"":null,""marketingUrl"":null,""privacyStatementUrl"":null,""supportUrl"":null,""termsOfServiceUrl"":null}",null,[],[],null,Sales Copilot Power Virtual Agents Bot (Power Virtual Agents),[],Application,null,[],[],"{""redirectUris"":[]}",WesternGovernorsUniversity.onmicrosoft.com,[],AzureADMultipleOrgs,null
c2fef38f-aed3-4efd-bb93-60e2f6cc0a09,[],null,null,1428973e-1573-48f5-b373-2ab5288f22f2,[],"{""logoUrl"":null,""marketingUrl"":null,""privacyStatementUrl"":null,""supportUrl"":null,""termsOfServiceUrl"":null}",null,[],[],null,wgu_jira_qa_mail,[],Application,null,"[{""customKeyIdentifier"":null,""displayName"":""2025-2026"",""endDateTime"":""2026-08-21T22:14:26.698Z"",""hint"":""Ooe"",""keyId"":""f4ffc1a6-4551-4635-bf1e-e12d58fa02a7"",""secretText"":null,""startDateTime"":""2025-08-21T22:14:26.698Z""},{""customKeyIdentifier"":null,""displayName"":""2024-2025"",""endDateTime"":""2025-03-13T19:03:54.675Z"",""hint"":""XOG"",""keyId"":""3da2e3f5-7d19-4b10-93ec-5209a549d716"",""secretText"":null,""startDateTime"":""2024-03-13T19:03:54.675Z""}]",[],"{""redirectUris"":[]}",WesternGovernorsUniversity.onmicrosoft.com,"[{""resourceAccess"":[{""id"":""652390e4-393a-48de-9484-05f9b1212954"",""type"":""Scope""},{""id"":""7427e0e9-2fba-42fe-b0c0-848c9e6a8182"",""type"":""Scope""},{""id"":""d7b7f2d9-0f45-4ea1-9d42-e50810c06991"",""type"":""Scope""}],""resourceAppId"":""00000003-0000-0000-c000-000000000000""}]",AzureADMultipleOrgs,null
369cc884-e2f7-463b-adb2-4bd224ece4a2,[],null,null,147743d6-29b3-4c02-aba9-7447df6a7941,[],"{""logoUrl"":null,""marketingUrl"":null,""privacyStatementUrl"":null,""supportUrl"":null,""termsOfServiceUrl"":null}",null,[],[],null,groovybot,[],Application,null,"[{""customKeyIdentifier"":null,""displayName"":null,""endDateTime"":""2099-12-31T12:00:00Z"",""hint"":""jsj"",""keyId"":""b4522e90-b31d-4993-a8ef-82f2d584803b"",""secretText"":null,""startDateTime"":""2017-03-22T20:47:47.025775Z""}]",[],"{""redirectUris"":[]}",null,"[{""resourceAccess"":[{""id"":""e1fe6dd8-ba31-4d61-89e7-88639da4683d"",""type"":""Scope""}],""resourceAppId"":""00000003-0000-0000-c000-000000000000""}]",AzureADandPersonalMicrosoftAccount,null
f7d38fb8-0ffa-4def-847c-9876f76a1f9c,[],null,null,14f673c5-e4f6-4631-bdb8-952b74ff19d4,"[""https://spn/%2bcZtY7T5GvsHfW38PNpIN%2f%2f4JcxXlXoM8kKIidisJo0%3d""]","{""logoUrl"":null,""marketingUrl"":null,""privacyStatementUrl"":null,""supportUrl"":null,""termsOfServiceUrl"":null}",null,"[{""customKeyIdentifier"":""1F2CBE6ED19EFAE3BCA870244D49E90D4DB99027"",""displayName"":null,""endDateTime"":""2022-04-03T00:00:00Z"",""key"":null,""keyId"":""36a0def8-7b18-4d78-bb98-b5566913373b"",""startDateTime"":""2021-04-02T00:00:00Z"",""type"":""AsymmetricX509Cert"",""usage"":""Verify""}]",[],null,asr-vault-s8p-asr-automationaccount_+cZtY7T5GvsHfW38PNpIN//4JcxXlXoM8kKIidisJo0=,"[{""adminConsentDescription"":""Allow the application to access asr-vault-s8p-asr-automationaccount_+cZtY7T5GvsHfW38PNpIN//4JcxXlXoM8kKIidisJo0= on behalf of the signed-in user."",""adminConsentDisplayName"":""Access asr-vault-s8p-asr-automationaccount_+cZtY7T5GvsHfW38PNpIN//4JcxXlXoM8kKIidisJo0="",""id"":""eabc4a2f-fba8-4fb8-a275-d6d7dfafd688"",""isEnabled"":true,""type"":""User"",""userConsentDescription"":""Allow the application to access asr-vault-s8p-asr-automationaccount_+cZtY7T5GvsHfW38PNpIN//4JcxXlXoM8kKIidisJo0= on your behalf."",""userConsentDisplayName"":""Access asr-vault-s8p-asr-automationaccount_+cZtY7T5GvsHfW38PNpIN//4JcxXlXoM8kKIidisJo0="",""value"":""user_impersonation""}]",Application,null,[],[],"{""redirectUris"":[]}",WesternGovernorsUniversity.onmicrosoft.com,[],AzureADMyOrg,https://management.azure.com//subscriptions/3d7c5a7b-1134-4884-93ed-210dc987ba8e/resourceGroups/east-coast-rg/providers/Microsoft.Automation/automationAccounts/asr-vault-s8p-asr-automationaccount
18ab7b68-b2f4-4f3c-aa37-c06d4f976dc1,[],null,null,1502f8c3-04b4-4bd4-99b0-f97b27abd32e,"[""https://crmclient-Dev-300940.campusnexus.cloud/""]","{""logoUrl"":null,""marketingUrl"":null,""privacyStatementUrl"":null,""supportUrl"":null,""termsOfServiceUrl"":null}",null,[],[],null,300940-Dev.Cmc.CrmWebClient,"[{""adminConsentDescription"":""Allow the application to access 300940-Dev.Cmc.CrmWebClient on behalf of the signed-in user."",""adminConsentDisplayName"":""Access 300940-Dev.Cmc.CrmWebClient"",""id"":""7593f1a1-1c55-4c2d-b3f9-126b16d09d6c"",""isEnabled"":true,""type"":""User"",""userConsentDescription"":""Allow the application to access 300940-Dev.Cmc.CrmWebClient on your behalf."",""userConsentDisplayName"":""Access 300940-Dev.Cmc.CrmWebClient"",""value"":""user_impersonation""}]",Application,null,[],[],"{""redirectUris"":[]}",WesternGovernorsUniversity.onmicrosoft.com,"[{""resourceAccess"":[{""id"":""e1fe6dd8-ba31-4d61-89e7-88639da4683d"",""type"":""Scope""}],""resourceAppId"":""00000003-0000-0000-c000-000000000000""},{""resourceAccess"":[{""id"":""311a71cc-e848-46a1-bdf8-97ff7156d8e6"",""type"":""Scope""}],""resourceAppId"":""00000002-0000-0000-c000-000000000000""}]",AzureADMyOrg,https://crmclient-Dev-300940.campusnexus.cloud/
b5f1b075-8560-4a76-96e2-8e340efd817b,[],null,null,1567d76f-7770-431f-9595-2cfa0fe6982d,"[""http://azure-powershell-12-21-2020-20-25-53""]","{""logoUrl"":null,""marketingUrl"":null,""privacyStatementUrl"":null,""supportUrl"":null,""termsOfServiceUrl"":null}",null,[],[],null,azure-powershell-12-21-2020-20-25-53,"[{""adminConsentDescription"":""Allow the application to access azure-powershell-12-21-2020-20-25-53 on behalf of the signed-in user."",""adminConsentDisplayName"":""Access azure-powershell-12-21-2020-20-25-53"",""id"":""c4731063-799a-44da-871c-bd7502ddf391"",""isEnabled"":true,""type"":""User"",""userConsentDescription"":""Allow the application to access azure-powershell-12-21-2020-20-25-53 on your behalf."",""userConsentDisplayName"":""Access azure-powershell-12-21-2020-20-25-53"",""value"":""user_impersonation""}]",Application,null,"[{""customKeyIdentifier"":null,""displayName"":null,""endDateTime"":""2021-12-21T20:25:53.4281465Z"",""hint"":null,""keyId"":""4fc41fa7-4692-4ee6-accd-30eb9ea8f9c7"",""secretText"":null,""startDateTime"":""2020-12-21T20:25:53.4281465Z""}]",[],"{""redirectUris"":[]}",WesternGovernorsUniversity.onmicrosoft.com,[],AzureADMyOrg,http://azure-powershell-12-21-2020-20-25-53
5b245c0b-eae8-42ae-bc45-2607956a9650,[],null,null,156ea983-f5cb-42f8-a8c7-6cbab79694bb,[],"{""logoUrl"":null,""marketingUrl"":null,""privacyStatementUrl"":null,""supportUrl"":null,""termsOfServiceUrl"":null}",null,[],[],null,D365 Sales Agent - Opportunity Research (Microsoft Copilot Studio),[],Application,null,[],[],"{""redirectUris"":[]}",WesternGovernorsUniversity.onmicrosoft.com,[],AzureADMyOrg,null
24965703-9b21-4147-9a1a-3309073eec7c,[],null,null,156f81c7-8a12-471a-86ba-2582c4201c52,[],"{""logoUrl"":null,""marketingUrl"":null,""privacyStatementUrl"":null,""supportUrl"":null,""termsOfServiceUrl"":null}",null,[],[],null,Valamis-Teams-Webinar-Integration,[],Application,null,"[{""customKeyIdentifier"":null,""displayName"":""Valamis-Teams-Webinar-Integration 2025-2026"",""endDateTime"":""2026-10-21T23:13:52.029Z"",""hint"":""6dW"",""keyId"":""a5a0e2df-99ce-402c-b90d-26183e55af4a"",""secretText"":null,""startDateTime"":""2025-10-21T23:13:52.029Z""},{""customKeyIdentifier"":null,""displayName"":""Valamis-Teams-Webinar-Integration 2024-2025"",""endDateTime"":""2025-10-28T19:06:00.626Z"",""hint"":""CkT"",""keyId"":""eec372c5-82bd-4eed-a52a-46a42e060bd1"",""secretText"":null,""startDateTime"":""2024-10-28T19:06:00.626Z""},{""customKeyIdentifier"":null,""displayName"":""init"",""endDateTime"":""2024-11-01T20:48:58.576Z"",""hint"":""F06"",""keyId"":""7798af26-3980-46db-a0ac-6012bcfe26cd"",""secretText"":null,""startDateTime"":""2023-11-02T20:48:58.576Z""}]",[],"{""redirectUris"":[]}",wgu.edu,"[{""resourceAccess"":[{""id"":""e1fe6dd8-ba31-4d61-89e7-88639da4683d"",""type"":""Scope""},{""id"":""ef54d2bf-783f-4e0f-bca1-3210c0444d99"",""type"":""Role""},{""id"":""b8bb2037-6e08-44ac-a4ea-4674e010e2a4"",""type"":""Role""}],""resourceAppId"":""00000003-0000-0000-c000-000000000000""}]",AzureADMyOrg,null
ecfa1656-4b4f-4a6a-8947-fdc43e5b491d,[],null,null,15880bad-84b9-4191-8012-7df24c03f6bf,[],"{""logoUrl"":null,""marketingUrl"":null,""privacyStatementUrl"":null,""supportUrl"":null,""termsOfServiceUrl"":null}",null,[],[],null,IDOBot (Microsoft Copilot Studio),[],Application,null,[],[],"{""redirectUris"":[]}",WesternGovernorsUniversity.onmicrosoft.com,[],AzureADMyOrg,null
fb52cbc1-232e-4a1d-a5b0-fb9fbd2945a1,[],null,null,15b62cc9-98f0-41f1-9a9b-d0a6ebd19368,"[""https://WesternGovernorsUniversity.onmicrosoft.com/7b1a158a-638b-4ec4-aed8-115b43991cbc""]","{""logoUrl"":null,""marketingUrl"":null,""privacyStatementUrl"":null,""supportUrl"":null,""termsOfServiceUrl"":null}",null,[],[],null,Vpn-Users,"[{""adminConsentDescription"":""Allow the application to access Vpn-Users on behalf of the signed-in user."",""adminConsentDisplayName"":""Access Vpn-Users"",""id"":""8eff89d9-8fdc-4ebf-8b42-397495f4c3c5"",""isEnabled"":true,""type"":""User"",""userConsentDescription"":""Allow the application to access Vpn-Users on your behalf."",""userConsentDisplayName"":""Access Vpn-Users"",""value"":""user_impersonation""}]",Application,null,"[{""customKeyIdentifier"":""QQB1AHQAaAAtAGsAZQB5AA=="",""displayName"":null,""endDateTime"":""2299-12-31T07:00:00Z"",""hint"":null,""keyId"":""ab20a031-8713-4bf6-9dd0-f58c2d40abe2"",""secretText"":null,""startDateTime"":""2018-12-10T22:06:23.1444241Z""}]",[],"{""redirectUris"":[]}",WesternGovernorsUniversity.onmicrosoft.com,"[{""resourceAccess"":[{""id"":""2cfdc887-d7b4-4798-9b33-3d98d6b95dd2"",""type"":""Scope""},{""id"":""640ddd16-e5b7-4d71-9690-3f4022699ee7"",""type"":""Scope""}],""resourceAppId"":""00000003-0000-0ff1-ce00-000000000000""},{""resourceAccess"":[{""id"":""311a71cc-e848-46a1-bdf8-97ff7156d8e6"",""type"":""Scope""}],""resourceAppId"":""00000002-0000-0000-c000-000000000000""}]",AzureADMyOrg,https://www.getpostman.com/oauth2/callback
7977bf2d-d5b7-44ec-8535-82e2b7b338c9,[],null,null,15c803c2-c962-46a8-b3e6-c1418d00a3af,[],"{""logoUrl"":null,""marketingUrl"":null,""privacyStatementUrl"":null,""supportUrl"":null,""termsOfServiceUrl"":null}",null,[],[],null,Sales Copilot Power Virtual Agents Bot (Power Virtual Agents),[],Application,null,[],[],"{""redirectUris"":[]}",WesternGovernorsUniversity.onmicrosoft.com,[],AzureADMultipleOrgs,null
7ca2f8d2-df31-4ca5-946c-0150694933fb,[],null,null,1681092e-66dc-447e-b13e-46d36d28f46b,[],"{""logoUrl"":null,""marketingUrl"":null,""privacyStatementUrl"":null,""supportUrl"":null,""termsOfServiceUrl"":null}",null,[],[],null,D365 Sales Agent - Readiness (Microsoft Copilot Studio),[],Application,null,[],[],"{""redirectUris"":[]}",WesternGovernorsUniversity.onmicrosoft.com,[],AzureADMyOrg,null
4e4e5ca4-fa07-4e90-9adf-faa6bb88a94d,[],null,null,1707c0c3-f417-4160-860e-11a352e8e3f8,[],"{""logoUrl"":null,""marketingUrl"":null,""privacyStatementUrl"":null,""supportUrl"":null,""termsOfServiceUrl"":null}",null,[],[],null,CallBot (Microsoft Copilot Studio),[],Application,null,[],[],"{""redirectUris"":[]}",WesternGovernorsUniversity.onmicrosoft.com,[],AzureADMyOrg,null
7f929417-4588-4a71-b072-2a72976bc50b,[],null,null,174e7726-6619-4b20-a46f-f6b1a0b438dc,[],"{""logoUrl"":null,""marketingUrl"":null,""privacyStatementUrl"":null,""supportUrl"":null,""termsOfServiceUrl"":null}",null,"[{""customKeyIdentifier"":""D327474820D232949CA714A731FB2D1FFA91F74D"",""displayName"":""IS-WDL-01 2025-2026"",""endDateTime"":""2026-06-02T23:59:59Z"",""key"":null,""keyId"":""cd0a41ae-0832-46ae-bc53-b9eaa3771ba7"",""startDateTime"":""2025-05-02T00:00:00Z"",""type"":""AsymmetricX509Cert"",""usage"":""Verify""},{""customKeyIdentifier"":""1ECE178951850304DB30624EE49311A9D9423DEB"",""displayName"":""ISE-DB-01.wgu.edu - 2025-2026 Cert"",""endDateTime"":""2026-06-02T23:59:59Z"",""key"":null,""keyId"":""d852f3d9-ea82-490e-95dd-bd5f7dcf0245"",""startDateTime"":""2025-05-02T00:00:00Z"",""type"":""AsymmetricX509Cert"",""usage"":""Verify""}]",[],null,WGU_CiscoISE-to-Intune,[],Application,null,[],[],"{""redirectUris"":[]}",WesternGovernorsUniversity.onmicrosoft.com,"[{""resourceAccess"":[{""id"":""c582532d-9d9e-43bd-a97c-2667a28ce295"",""type"":""Scope""},{""id"":""5778995a-e1bf-45b8-affa-663a9f3f4d04"",""type"":""Scope""},{""id"":""3afa6a7d-9b1a-42eb-948e-1650a849e176"",""type"":""Role""}],""resourceAppId"":""00000002-0000-0000-c000-000000000000""},{""resourceAccess"":[{""id"":""7ec88bad-30c7-4928-a005-4455362cfd98"",""type"":""Role""}],""resourceAppId"":""c161e42e-d4df-4a3d-9b42-e7a3c31f59d4""},{""resourceAccess"":[{""id"":""7427e0e9-2fba-42fe-b0c0-848c9e6a8182"",""type"":""Scope""},{""id"":""e1fe6dd8-ba31-4d61-89e7-88639da4683d"",""type"":""Scope""},{""id"":""a154be20-db9c-4678-8ab7-66f6cc099a59"",""type"":""Scope""},{""id"":""06da0dbc-49e2-44d2-8312-53f166ab848a"",""type"":""Scope""},{""id"":""37f7f235-527c-4136-accd-4a02d197296e"",""type"":""Scope""},{""id"":""df021288-bdef-4463-88db-98f22de89214"",""type"":""Role""},{""id"":""7ab1d382-f21e-4acd-a863-ba3e13f7da61"",""type"":""Role""}],""resourceAppId"":""00000003-0000-0000-c000-000000000000""}]",AzureADMyOrg,null
3060174b-1622-460b-8c55-2753a3b82f56,[],null,null,17728afd-4dc9-4dd5-9a03-08f45a3f8140,[],"{""logoUrl"":null,""marketingUrl"":null,""privacyStatementUrl"":null,""supportUrl"":null,""termsOfServiceUrl"":null}",null,[],[],null,WGU_PPCoE_Activity_Log,[],Application,null,"[{""customKeyIdentifier"":null,""displayName"":""PPCoE Activity Log 2025 2026"",""endDateTime"":""2026-09-22T12:59:13.608Z"",""hint"":""gKK"",""keyId"":""6730c61b-eb57-48cb-98da-769792259405"",""secretText"":null,""startDateTime"":""2025-09-22T12:59:13.608Z""},{""customKeyIdentifier"":null,""displayName"":""10.3.2024"",""endDateTime"":""2025-10-03T16:02:56.207Z"",""hint"":""HBO"",""keyId"":""b022b6f0-34bd-43a7-9a1d-ecf02cb33da9"",""secretText"":null,""startDateTime"":""2024-10-03T16:02:56.207Z""}]",[],"{""redirectUris"":[]}",wgu.edu,"[{""resourceAccess"":[{""id"":""594c1fb6-4f81-4475-ae41-0c394909246c"",""type"":""Role""}],""resourceAppId"":""c5393580-f805-4401-95e8-94b7a6ef2fc2""},{""resourceAccess"":[{""id"":""e1fe6dd8-ba31-4d61-89e7-88639da4683d"",""type"":""Scope""}],""resourceAppId"":""00000003-0000-0000-c000-000000000000""}]",AzureADMyOrg,null
3442537e-61fd-4004-92d6-f1402ca7ee01,[],null,null,17888b2a-9669-498a-857e-38dbc46f30db,[],"{""logoUrl"":null,""marketingUrl"":null,""privacyStatementUrl"":null,""supportUrl"":null,""termsOfServiceUrl"":null}",null,[],[],null,Share Bot (Power Virtual Agents),[],Application,null,[],[],"{""redirectUris"":[]}",WesternGovernorsUniversity.onmicrosoft.com,[],AzureADMultipleOrgs,null
4c9647a2-660f-410b-9068-cac92bfec2cc,[],null,null,17d2605c-411b-4e38-9ca9-5151f8559639,[],"{""logoUrl"":null,""marketingUrl"":null,""privacyStatementUrl"":null,""supportUrl"":null,""termsOfServiceUrl"":null}",null,[],[],null,Enterprise Sub Terraform Pipeline,[],Application,null,[],[],"{""redirectUris"":[]}",WesternGovernorsUniversity.onmicrosoft.com,"[{""resourceAccess"":[{""id"":""e1fe6dd8-ba31-4d61-89e7-88639da4683d"",""type"":""Scope""},{""id"":""7ab1d382-f21e-4acd-a863-ba3e13f7da61"",""type"":""Role""},{""id"":""5b567255-7703-4780-807c-7be8301ae99b"",""type"":""Role""}],""resourceAppId"":""00000003-0000-0000-c000-000000000000""}]",AzureADMyOrg,null
